Date,Open,High,Low,Close,Adj Close,Volume
2023/4/17,165.089996,165.389999,164.029999,165.229996,165.229996,41516200
2023/4/14,164.589996,166.320007,163.820007,165.210007,165.210007,49337200
2023/4/13,161.630005,165.800003,161.419998,165.559998,165.559998,68445600
2023/4/12,161.220001,162.059998,159.779999,160.100006,160.100006,50133100
2023/4/11,162.350006,162.360001,160.509995,160.800003,160.800003,47644200
2023/4/10,161.419998,162.029999,160.080002,162.029999,162.029999,47716900
2023/4/6,162.429993,164.960007,162,164.660004,164.660004,45390100
2023/4/5,164.740005,165.050003,161.800003,163.759995,163.759995,51511700
2023/4/4,166.600006,166.839996,165.110001,165.630005,165.630005,46278300
2023/4/3,164.270004,166.289993,164.220001,166.169998,166.169998,56976200
2023/3/31,162.440002,165,161.910004,164.899994,164.899994,68694700
2023/3/30,161.529999,162.470001,161.270004,162.360001,162.360001,49501700
2023/3/29,159.369995,161.050003,159.350006,160.770004,160.770004,51305700
2023/3/28,157.970001,158.490005,155.979996,157.649994,157.649994,45992200
2023/3/27,159.940002,160.770004,157.869995,158.279999,158.279999,52390300
2023/3/24,158.860001,160.339996,157.850006,160.25,160.25,59196500
2023/3/23,158.830002,161.550003,157.679993,158.929993,158.929993,67622100
2023/3/22,159.300003,162.139999,157.809998,157.830002,157.830002,75701800
2023/3/21,157.320007,159.399994,156.539993,159.279999,159.279999,73938300
2023/3/20,155.070007,157.820007,154.149994,157.399994,157.399994,73641400
2023/3/17,156.080002,156.740005,154.279999,155,155,98944600
2023/3/16,152.160004,156.460007,151.639999,155.850006,155.850006,76161100
2023/3/15,151.190002,153.25,149.919998,152.990005,152.990005,77167900
2023/3/14,151.279999,153.399994,150.100006,152.589996,152.589996,73695900
2023/3/13,147.809998,153.139999,147.699997,150.470001,150.470001,84457100
2023/3/10,150.210007,150.940002,147.610001,148.5,148.5,68572400
2023/3/9,153.559998,154.539993,150.229996,150.589996,150.589996,53833600
2023/3/8,152.809998,153.470001,151.830002,152.869995,152.869995,47204800
2023/3/7,153.699997,154.029999,151.130005,151.600006,151.600006,56182000
2023/3/6,153.789993,156.300003,153.460007,153.830002,153.830002,87558000
2023/3/3,148.039993,151.110001,147.330002,151.029999,151.029999,70732300
2023/3/2,144.380005,146.710007,143.899994,145.910004,145.910004,52238100
